Datetime,ETH_open,ETH_close
2023-08-18 00:00:00+00:00,1682.0384521484375,1683.702880859375
2023-08-18 00:05:00+00:00,1687.053955078125,1694.4534912109375
2023-08-18 00:10:00+00:00,1693.589111328125,1694.6063232421875
2023-08-18 00:15:00+00:00,1696.9854736328125,1695.8138427734375
2023-08-18 00:20:00+00:00,1693.7525634765625,1696.9271240234375
2023-08-18 00:25:00+00:00,1697.1392822265625,1696.8109130859375
2023-08-18 00:30:00+00:00,1696.2005615234375,1690.410400390625
2023-08-18 00:35:00+00:00,1688.31201171875,1689.2696533203125
2023-08-18 00:40:00+00:00,1690.904052734375,1690.4906005859375
2023-08-18 00:45:00+00:00,1690.1689453125,1688.73974609375
2023-08-18 00:50:00+00:00,1687.140380859375,1687.521728515625
2023-08-18 00:55:00+00:00,1687.2108154296875,1694.4046630859375
2023-08-18 01:00:00+00:00,1695.1307373046875,1693.2132568359375
2023-08-18 01:05:00+00:00,1691.6826171875,1690.0770263671875
2023-08-18 01:10:00+00:00,1688.9986572265625,1686.298095703125
2023-08-18 01:15:00+00:00,1685.408203125,1685.689697265625
2023-08-18 01:20:00+00:00,1686.0499267578125,1688.1826171875
2023-08-18 01:25:00+00:00,1688.699462890625,1689.4342041015625
2023-08-18 01:30:00+00:00,1687.7796630859375,1686.5093994140625
2023-08-18 01:35:00+00:00,1686.7664794921875,1685.7384033203125
2023-08-18 01:40:00+00:00,1686.3233642578125,1689.180419921875
2023-08-18 01:45:00+00:00,1689.3267822265625,1686.8748779296875
2023-08-18 01:50:00+00:00,1685.8853759765625,1686.3472900390625
2023-08-18 01:55:00+00:00,1685.4945068359375,1687.97119140625
2023-08-18 02:00:00+00:00,1688.2049560546875,1688.822509765625
2023-08-18 02:05:00+00:00,1689.2864990234375,1691.4857177734375
2023-08-18 02:10:00+00:00,1690.9906005859375,1693.5128173828125
2023-08-18 02:15:00+00:00,1693.6470947265625,1693.51220703125
2023-08-18 02:20:00+00:00,1692.23046875,1690.5107421875
2023-08-18 02:25:00+00:00,1689.682861328125,1687.5867919921875
2023-08-18 02:30:00+00:00,1687.7513427734375,1687.8199462890625
2023-08-18 02:35:00+00:00,1686.533935546875,1686.225341796875
2023-08-18 02:40:00+00:00,1686.037109375,1682.261962890625
2023-08-18 02:45:00+00:00,1680.179443359375,1682.415283203125
2023-08-18 02:50:00+00:00,1680.6510009765625,1680.915283203125
2023-08-18 02:55:00+00:00,1680.27490234375,1678.4954833984375
2023-08-18 03:00:00+00:00,1677.9443359375,1678.1708984375
2023-08-18 03:05:00+00:00,1678.5899658203125,1677.1463623046875
2023-08-18 03:10:00+00:00,1677.0662841796875,1673.994873046875
2023-08-18 03:15:00+00:00,1673.2437744140625,1673.471435546875
2023-08-18 03:20:00+00:00,1673.565673828125,1674.001708984375
2023-08-18 03:25:00+00:00,1676.05126953125,1677.0784912109375
2023-08-18 03:30:00+00:00,1677.4937744140625,1681.393310546875
2023-08-18 03:35:00+00:00,1680.8726806640625,1681.744384765625
2023-08-18 03:40:00+00:00,1680.375244140625,1679.75048828125
2023-08-18 03:45:00+00:00,1677.04296875,1674.226318359375
2023-08-18 03:50:00+00:00,1673.0433349609375,1675.561767578125
2023-08-18 03:55:00+00:00,1675.6417236328125,1676.862548828125
2023-08-18 04:00:00+00:00,1676.748046875,1677.39599609375
2023-08-18 04:05:00+00:00,1677.4620361328125,1677.7799072265625
2023-08-18 04:10:00+00:00,1676.7403564453125,1678.74755859375
2023-08-18 04:15:00+00:00,1678.681884765625,1676.7454833984375
2023-08-18 04:20:00+00:00,1676.92333984375,1675.248291015625
2023-08-18 04:25:00+00:00,1674.8165283203125,1668.74365234375
2023-08-18 04:30:00+00:00,1668.12744140625,1667.7816162109375
2023-08-18 04:35:00+00:00,1666.75390625,1666.4232177734375
2023-08-18 04:40:00+00:00,1665.38720703125,1670.529296875
2023-08-18 04:45:00+00:00,1669.866943359375,1666.446044921875
2023-08-18 04:50:00+00:00,1665.704345703125,1665.7169189453125
2023-08-18 04:55:00+00:00,1665.5186767578125,1668.147216796875
2023-08-18 05:00:00+00:00,1668.5791015625,1671.054443359375
2023-08-18 05:05:00+00:00,1671.203125,1668.174072265625
2023-08-18 05:10:00+00:00,1668.9676513671875,1671.4139404296875
2023-08-18 05:15:00+00:00,1671.90625,1671.430419921875
2023-08-18 05:20:00+00:00,1670.3818359375,1671.34033203125
2023-08-18 05:25:00+00:00,1671.60205078125,1673.267578125
2023-08-18 05:30:00+00:00,1673.9149169921875,1675.2222900390625
2023-08-18 05:35:00+00:00,1676.2042236328125,1680.890625
2023-08-18 05:40:00+00:00,1680.7392578125,1678.072265625
2023-08-18 05:45:00+00:00,1679.263671875,1679.9224853515625
2023-08-18 05:50:00+00:00,1680.421630859375,1680.9281005859375
2023-08-18 05:55:00+00:00,1679.9149169921875,1679.1705322265625
2023-08-18 06:00:00+00:00,1679.306396484375,1682.18359375
2023-08-18 06:05:00+00:00,1683.305419921875,1685.4427490234375
2023-08-18 06:10:00+00:00,1685.3299560546875,1693.4473876953125
2023-08-18 06:15:00+00:00,1693.6474609375,1689.8701171875
2023-08-18 06:20:00+00:00,1692.010498046875,1692.5018310546875
2023-08-18 06:25:00+00:00,1691.3094482421875,1690.0516357421875
2023-08-18 06:30:00+00:00,1690.3521728515625,1691.5322265625
2023-08-18 06:35:00+00:00,1690.7689208984375,1695.1878662109375
