Datetime,open,high,low,close
2023-08-18 00:00:00+00:00,26636.078125,26643.09375,26604.63671875,26643.09375
2023-08-18 00:05:00+00:00,26651.443359375,26798.66796875,26651.443359375,26798.66796875
2023-08-18 00:10:00+00:00,26783.3125,26808.1953125,26779.6640625,26779.6640625
2023-08-18 00:15:00+00:00,26790.3125,26802.8046875,26766.224609375,26766.224609375
2023-08-18 00:20:00+00:00,26740.546875,26781.376953125,26740.546875,26764.076171875
2023-08-18 00:25:00+00:00,26753.41015625,26762.75,26738.255859375,26738.255859375
2023-08-18 00:30:00+00:00,26733.271484375,26734.40625,26688.724609375,26688.724609375
2023-08-18 00:35:00+00:00,26682.689453125,26725.775390625,26682.689453125,26706.619140625
2023-08-18 00:40:00+00:00,26722.869140625,26725.06640625,26704.875,26704.875
2023-08-18 00:45:00+00:00,26698.515625,26703.306640625,26688.517578125,26688.517578125
2023-08-18 00:50:00+00:00,26668.310546875,26678.0234375,26668.310546875,26675.521484375
2023-08-18 00:55:00+00:00,26673.736328125,26740.80859375,26673.736328125,26740.80859375
2023-08-18 01:00:00+00:00,26745.818359375,26747.646484375,26719.662109375,26719.662109375
2023-08-18 01:05:00+00:00,26695.19921875,26695.19921875,26668.623046875,26680.16015625
2023-08-18 01:10:00+00:00,26669.912109375,26669.912109375,26617.88671875,26617.88671875
2023-08-18 01:15:00+00:00,26603.001953125,26621.494140625,26592.537109375,26592.537109375
2023-08-18 01:20:00+00:00,26594.685546875,26613.21484375,26592.576171875,26613.21484375
2023-08-18 01:25:00+00:00,26620.748046875,26648.78125,26618.361328125,26619.1171875
2023-08-18 01:30:00+00:00,26606.626953125,26606.626953125,26594.951171875,26594.951171875
2023-08-18 01:35:00+00:00,26592.3125,26595.365234375,26587.21875,26589.013671875
2023-08-18 01:40:00+00:00,26594.130859375,26641.763671875,26594.130859375,26641.763671875
2023-08-18 01:45:00+00:00,26642.326171875,26642.326171875,26603.84765625,26603.84765625
2023-08-18 01:50:00+00:00,26587.630859375,26589.69921875,26581.4765625,26585.099609375
2023-08-18 01:55:00+00:00,26572.380859375,26610.291015625,26572.380859375,26610.291015625
2023-08-18 02:00:00+00:00,26609.376953125,26612.798828125,26601.421875,26601.421875
2023-08-18 02:05:00+00:00,26604.6015625,26639.55078125,26604.6015625,26639.55078125
2023-08-18 02:10:00+00:00,26629.859375,26670.609375,26629.859375,26670.609375
2023-08-18 02:15:00+00:00,26669.76953125,26675.58984375,26655.13671875,26655.13671875
2023-08-18 02:20:00+00:00,26644.220703125,26644.341796875,26612.185546875,26612.185546875
2023-08-18 02:25:00+00:00,26608.080078125,26608.080078125,26588.91796875,26593.5
2023-08-18 02:30:00+00:00,26593.041015625,26604.021484375,26593.041015625,26600.490234375
2023-08-18 02:35:00+00:00,26583.623046875,26586.638671875,26578.490234375,26578.490234375
2023-08-18 02:40:00+00:00,26574.6875,26577.626953125,26536.3984375,26536.3984375
2023-08-18 02:45:00+00:00,26517.43359375,26550.337890625,26517.43359375,26545.001953125
2023-08-18 02:50:00+00:00,26520.912109375,26552.564453125,26520.912109375,26547.580078125
2023-08-18 02:55:00+00:00,26531.84765625,26531.84765625,26498.779296875,26498.779296875
2023-08-18 03:00:00+00:00,26485.591796875,26497.6796875,26479.474609375,26497.6796875
2023-08-18 03:05:00+00:00,26502.873046875,26505.30078125,26471.703125,26471.703125
2023-08-18 03:10:00+00:00,26457.62109375,26467.435546875,26423.603515625,26423.603515625
2023-08-18 03:15:00+00:00,26412.302734375,26431.0078125,26412.302734375,26412.505859375
2023-08-18 03:20:00+00:00,26419.294921875,26425.43359375,26415.93359375,26425.43359375
2023-08-18 03:25:00+00:00,26444.19140625,26453.1796875,26432.583984375,26435.962890625
2023-08-18 03:30:00+00:00,26443.087890625,26497.375,26443.087890625,26497.375
2023-08-18 03:35:00+00:00,26490.181640625,26490.181640625,26471.669921875,26483.240234375
2023-08-18 03:40:00+00:00,26465.59375,26465.59375,26438.5703125,26438.5703125
2023-08-18 03:45:00+00:00,26408.6484375,26408.6484375,26340.166015625,26340.166015625
2023-08-18 03:50:00+00:00,26325.796875,26374.8125,26325.796875,26374.8125
2023-08-18 03:55:00+00:00,26377.71484375,26400.08203125,26374.244140625,26399.712890625
2023-08-18 04:00:00+00:00,26399.095703125,26406.76953125,26399.095703125,26404.5078125
2023-08-18 04:05:00+00:00,26404.763671875,26410.072265625,26399.029296875,26408.8203125
2023-08-18 04:10:00+00:00,26409.822265625,26432.49609375,26409.55859375,26432.49609375
2023-08-18 04:15:00+00:00,26425.935546875,26425.935546875,26370.94921875,26370.94921875
2023-08-18 04:20:00+00:00,26359.7265625,26359.7265625,26330.63671875,26330.63671875
2023-08-18 04:25:00+00:00,26307.611328125,26307.611328125,26224.626953125,26224.626953125
2023-08-18 04:30:00+00:00,26209.14453125,26223.236328125,26194.013671875,26202.484375
2023-08-18 04:35:00+00:00,26193.38671875,26217.978515625,26192.083984375,26195.880859375
2023-08-18 04:40:00+00:00,26192.8828125,26293.98046875,26192.8828125,26293.98046875
2023-08-18 04:45:00+00:00,26286.2109375,26286.2109375,26247.73828125,26247.73828125
2023-08-18 04:50:00+00:00,26232.787109375,26243.37109375,26212.72265625,26226.642578125
2023-08-18 04:55:00+00:00,26213.70703125,26246.203125,26205.650390625,26246.203125
2023-08-18 05:00:00+00:00,26262.65625,26310.75,26262.65625,26310.75
2023-08-18 05:05:00+00:00,26322.513671875,26322.513671875,26296.89453125,26296.89453125
2023-08-18 05:10:00+00:00,26304.28515625,26366.666015625,26304.28515625,26366.666015625
2023-08-18 05:15:00+00:00,26373.634765625,26375.716796875,26359.93359375,26375.716796875
2023-08-18 05:20:00+00:00,26359.21875,26378.34765625,26359.21875,26374.833984375
2023-08-18 05:25:00+00:00,26374.375,26420.1484375,26374.375,26404.82421875
2023-08-18 05:30:00+00:00,26423.689453125,26439.185546875,26423.689453125,26425.26953125
2023-08-18 05:35:00+00:00,26429.689453125,26514.21484375,26429.689453125,26500.3203125
2023-08-18 05:40:00+00:00,26502.10546875,26502.10546875,26429.91015625,26433.939453125
2023-08-18 05:45:00+00:00,26449.974609375,26468.150390625,26441.533203125,26442.935546875
2023-08-18 05:50:00+00:00,26453.021484375,26486.326171875,26453.021484375,26467.255859375
2023-08-18 05:55:00+00:00,26448.119140625,26448.119140625,26433.521484375,26439.041015625
2023-08-18 06:00:00+00:00,26439.6484375,26483.533203125,26439.6484375,26483.533203125
2023-08-18 06:05:00+00:00,26497.27734375,26504.478515625,26490.349609375,26490.349609375
2023-08-18 06:10:00+00:00,26488.45703125,26598.65234375,26488.45703125,26598.65234375
2023-08-18 06:15:00+00:00,26596.619140625,26596.619140625,26519.01953125,26519.01953125
2023-08-18 06:20:00+00:00,26546.693359375,26553.240234375,26546.693359375,26551.916015625
2023-08-18 06:25:00+00:00,26534.380859375,26534.380859375,26508.74609375,26513.986328125
2023-08-18 06:30:00+00:00,26513.8671875,26530.46484375,26506.67578125,26529.0390625
2023-08-18 06:35:00+00:00,26520.62109375,26581.62109375,26520.62109375,26581.62109375
2023-08-18 06:40:00+00:00,26576.8671875,26576.8671875,26571.283203125,26572.232421875
2023-08-18 06:45:00+00:00,26569.892578125,26569.892578125,26519.662109375,26519.662109375
2023-08-18 06:50:00+00:00,26513.45703125,26515.607421875,26509.431640625,26512.841796875
2023-08-18 06:55:00+00:00,26501.255859375,26506.587890625,26492.69921875,26506.587890625
2023-08-18 07:00:00+00:00,26510.484375,26510.484375,26477.630859375,26477.630859375
2023-08-18 07:05:00+00:00,26483.826171875,26520.677734375,26483.826171875,26515.0078125
2023-08-18 07:10:00+00:00,26515.080078125,26515.080078125,26478.9140625,26478.9140625
2023-08-18 07:15:00+00:00,26480.537109375,26484.619140625,26477.58203125,26484.619140625
2023-08-18 07:20:00+00:00,26482.55078125,26482.712890625,26464.337890625,26466.416015625
2023-08-18 07:25:00+00:00,26469.423828125,26472.451171875,26465.75,26472.451171875
2023-08-18 07:30:00+00:00,26458.65625,26458.65625,26440.734375,26441.8046875
2023-08-18 07:35:00+00:00,26432.015625,26447.451171875,26432.015625,26441.634765625
2023-08-18 07:40:00+00:00,26464.998046875,26464.998046875,26439.009765625,26439.009765625
2023-08-18 07:45:00+00:00,26437.814453125,26460.3203125,26437.814453125,26460.3203125
2023-08-18 07:50:00+00:00,26450.103515625,26456.75,26450.103515625,26450.80078125
2023-08-18 07:55:00+00:00,26453.326171875,26453.326171875,26418.23046875,26418.23046875
2023-08-18 08:00:00+00:00,26413.83984375,26431.462890625,26412.912109375,26431.462890625
2023-08-18 08:05:00+00:00,26454.103515625,26454.103515625,26445.470703125,26454.001953125
2023-08-18 08:10:00+00:00,26482.01171875,26487.34765625,26482.01171875,26483.669921875
2023-08-18 08:15:00+00:00,26488.666015625,26488.666015625,26458.810546875,26462.15234375
2023-08-18 08:20:00+00:00,26444.55859375,26444.55859375,26432.40234375,26433.46484375
2023-08-18 08:25:00+00:00,26431.95703125,26437.072265625,26429.66796875,26437.072265625
2023-08-18 08:30:00+00:00,26440.38671875,26440.38671875,26429.470703125,26429.470703125
2023-08-18 08:35:00+00:00,26430.552734375,26439.15625,26430.1015625,26430.1015625
2023-08-18 08:40:00+00:00,26432.84375,26454.283203125,26430.72265625,26454.283203125
2023-08-18 08:45:00+00:00,26454.591796875,26470.267578125,26454.591796875,26454.951171875
2023-08-18 08:50:00+00:00,26498.9140625,26557.513671875,26495.171875,26557.513671875
2023-08-18 08:55:00+00:00,26527.142578125,26573.185546875,26527.142578125,26569.796875
2023-08-18 09:00:00+00:00,26578.017578125,26578.017578125,26540.896484375,26540.896484375
2023-08-18 09:05:00+00:00,26542.38671875,26565.337890625,26542.38671875,26565.337890625
2023-08-18 09:10:00+00:00,26564.216796875,26564.216796875,26558.681640625,26558.681640625
2023-08-18 09:15:00+00:00,26562.994140625,26579.77734375,26562.994140625,26579.77734375
2023-08-18 09:20:00+00:00,26587.150390625,26587.150390625,26555.962890625,26555.962890625
2023-08-18 09:25:00+00:00,26552.884765625,26552.884765625,26532.265625,26532.2734375
2023-08-18 09:30:00+00:00,26533.5859375,26533.5859375,26506.17578125,26506.17578125
2023-08-18 09:35:00+00:00,26506.646484375,26522.0390625,26503.9453125,26503.9453125
2023-08-18 09:40:00+00:00,26504.2265625,26521.59375,26504.2265625,26509.92578125
2023-08-18 09:45:00+00:00,26499.22265625,26499.22265625,26482.412109375,26482.412109375
2023-08-18 09:50:00+00:00,26479.4140625,26483.17578125,26475.099609375,26476.818359375
2023-08-18 09:55:00+00:00,26475.478515625,26475.478515625,26430.427734375,26437.736328125
2023-08-18 10:00:00+00:00,26441.677734375,26441.677734375,26436.890625,26439.525390625
2023-08-18 10:05:00+00:00,26447.86328125,26455.306640625,26427.51171875,26427.51171875
2023-08-18 10:10:00+00:00,26406.798828125,26423.5546875,26397.11328125,26423.5546875
2023-08-18 10:15:00+00:00,26423.72265625,26445.970703125,26423.72265625,26435.658203125
2023-08-18 10:20:00+00:00,26432.865234375,26447.31640625,26432.865234375,26447.31640625
2023-08-18 10:25:00+00:00,26441.287109375,26441.287109375,26423.494140625,26423.494140625
2023-08-18 10:30:00+00:00,26403.568359375,26441.609375,26403.568359375,26441.609375
2023-08-18 10:35:00+00:00,26447.529296875,26451.974609375,26442.275390625,26442.275390625
2023-08-18 10:40:00+00:00,26447.2265625,26450.353515625,26424.328125,26424.328125
2023-08-18 10:45:00+00:00,26424.306640625,26434.576171875,26424.306640625,26433.158203125
2023-08-18 10:50:00+00:00,26430.16015625,26432.33984375,26427.310546875,26427.310546875
2023-08-18 10:55:00+00:00,26434.208984375,26444.390625,26434.208984375,26440.283203125
2023-08-18 11:00:00+00:00,26439.201171875,26441.822265625,26434.673828125,26434.673828125
2023-08-18 11:05:00+00:00,26440.126953125,26440.126953125,26427.099609375,26429.865234375
2023-08-18 11:10:00+00:00,26426.193359375,26440.9921875,26424.283203125,26440.9921875
2023-08-18 11:15:00+00:00,26437.775390625,26452.140625,26436.970703125,26436.970703125
2023-08-18 11:20:00+00:00,26433.689453125,26433.689453125,26425.85546875,26425.85546875
2023-08-18 11:25:00+00:00,26424.28125,26424.28125,26387.45703125,26387.45703125
2023-08-18 11:30:00+00:00,26388.099609375,26403.568359375,26387.853515625,26388.8515625
2023-08-18 11:35:00+00:00,26395.818359375,26395.818359375,26385.642578125,26393.525390625
2023-08-18 11:40:00+00:00,26395.8828125,26484.515625,26395.8828125,26484.515625
2023-08-18 11:45:00+00:00,26466.765625,26485.01171875,26466.765625,26475.83203125
2023-08-18 11:50:00+00:00,26484.318359375,26494.06640625,26473.845703125,26493.8125
2023-08-18 11:55:00+00:00,26484.259765625,26492.18359375,26481.732421875,26481.732421875
2023-08-18 12:00:00+00:00,26479.048828125,26484.814453125,26458.40234375,26458.40234375
2023-08-18 12:05:00+00:00,26452.69140625,26452.69140625,26403.96875,26403.96875
2023-08-18 12:10:00+00:00,26399.572265625,26399.572265625,26353.34765625,26362.923828125
2023-08-18 12:15:00+00:00,26376.892578125,26388.828125,26367.271484375,26368.689453125
2023-08-18 12:20:00+00:00,26368.716796875,26377.599609375,26362.595703125,26376.8125
2023-08-18 12:25:00+00:00,26358.841796875,26373.595703125,26342.16796875,26354.822265625
2023-08-18 12:30:00+00:00,26359.84765625,26369.728515625,26358.333984375,26369.728515625
2023-08-18 12:35:00+00:00,26374.4296875,26374.4296875,26359.412109375,26373.3203125
2023-08-18 12:40:00+00:00,26364.451171875,26388.2265625,26354.595703125,26354.595703125
2023-08-18 12:45:00+00:00,26345.154296875,26351.25390625,26324.46484375,26327.515625
2023-08-18 12:50:00+00:00,26323.890625,26337.50390625,26323.890625,26325.08984375
2023-08-18 12:55:00+00:00,26328.208984375,26339.388671875,26319.169921875,26319.169921875
2023-08-18 13:00:00+00:00,26313.98046875,26326.162109375,26312.939453125,26312.939453125
2023-08-18 13:05:00+00:00,26299.890625,26299.890625,26285.763671875,26298.751953125
2023-08-18 13:10:00+00:00,26273.80859375,26290.783203125,26244.99609375,26290.783203125
2023-08-18 13:15:00+00:00,26300.552734375,26313.115234375,26290.814453125,26303.470703125
2023-08-18 13:20:00+00:00,26293.685546875,26293.685546875,26251.908203125,26251.908203125
2023-08-18 13:25:00+00:00,26241.560546875,26255.423828125,26229.50390625,26229.50390625
2023-08-18 13:30:00+00:00,26245.583984375,26289.697265625,26245.583984375,26289.697265625
2023-08-18 13:35:00+00:00,26281.10546875,26326.859375,26274.34765625,26315.484375
2023-08-18 13:40:00+00:00,26315.943359375,26315.943359375,26255.91015625,26279.427734375
2023-08-18 13:45:00+00:00,26314.091796875,26354.1953125,26314.091796875,26347.482421875
2023-08-18 13:50:00+00:00,26344.638671875,26344.638671875,26274.642578125,26274.642578125
2023-08-18 13:55:00+00:00,26294.314453125,26294.314453125,26233.017578125,26247.66015625
2023-08-18 14:00:00+00:00,26231.814453125,26235.3046875,26230.103515625,26233.84765625
2023-08-18 14:05:00+00:00,26263.990234375,26263.990234375,26194.84765625,26194.84765625
2023-08-18 14:10:00+00:00,26195.337890625,26222.71484375,26189.9453125,26189.9453125
2023-08-18 14:15:00+00:00,26185.75390625,26192.302734375,26154.1015625,26177.642578125
2023-08-18 14:20:00+00:00,26169.173828125,26174.611328125,26155.369140625,26170.408203125
2023-08-18 14:25:00+00:00,26175.32421875,26214.09375,26143.830078125,26143.830078125
2023-08-18 14:30:00+00:00,26156.736328125,26240.701171875,26156.736328125,26220.52734375
2023-08-18 14:35:00+00:00,26223.728515625,26228.189453125,26197.193359375,26228.189453125
2023-08-18 14:40:00+00:00,26232.595703125,26285.228515625,26232.595703125,26268.587890625
2023-08-18 14:45:00+00:00,26265.95703125,26265.95703125,26230.3671875,26247.341796875
2023-08-18 14:50:00+00:00,26231.1640625,26232.794921875,26168.6875,26168.6875
2023-08-18 14:55:00+00:00,26084.966796875,26084.966796875,26025.986328125,26025.986328125
2023-08-18 15:00:00+00:00,26036.861328125,26084.140625,26016.4140625,26084.140625
