Datetime,open,high,low,close
2023-08-18 15:05:00+00:00,26129.65234375,26129.65234375,26081.119140625,26083.685546875
2023-08-18 15:10:00+00:00,26069.830078125,26188.921875,26069.830078125,26188.921875
2023-08-18 15:15:00+00:00,26163.111328125,26221.896484375,26163.111328125,26204.56640625
2023-08-18 15:20:00+00:00,26184.21484375,26184.21484375,26093.37109375,26093.37109375
2023-08-18 15:25:00+00:00,26114.056640625,26128.650390625,26082.853515625,26082.853515625
2023-08-18 15:30:00+00:00,26091.533203125,26106.4296875,26068.076171875,26106.4296875
2023-08-18 15:35:00+00:00,26090.337890625,26090.337890625,26056.94921875,26060.19140625
2023-08-18 15:40:00+00:00,26019.0,26027.7265625,26003.3671875,26027.7265625
2023-08-18 15:45:00+00:00,26049.740234375,26062.302734375,25981.5,25981.5
2023-08-18 15:50:00+00:00,25969.984375,25992.974609375,25969.984375,25972.439453125
2023-08-18 15:55:00+00:00,25940.4375,25972.94140625,25940.4375,25958.943359375
2023-08-18 16:00:00+00:00,25965.66015625,26012.828125,25965.66015625,26012.828125
2023-08-18 16:05:00+00:00,26046.298828125,26073.04296875,26046.298828125,26073.04296875
2023-08-18 16:10:00+00:00,26080.501953125,26117.220703125,26080.501953125,26111.56640625
2023-08-18 16:15:00+00:00,26079.537109375,26079.537109375,26036.314453125,26036.314453125
2023-08-18 16:20:00+00:00,26051.015625,26051.015625,26012.7421875,26012.7421875
2023-08-18 16:25:00+00:00,26026.580078125,26026.580078125,25988.892578125,25988.892578125
2023-08-18 16:30:00+00:00,25986.546875,26007.357421875,25969.1953125,26007.357421875
2023-08-18 16:35:00+00:00,26016.9609375,26016.9609375,25989.60546875,25989.60546875
2023-08-18 16:40:00+00:00,25984.587890625,26015.12890625,25977.7421875,26012.08984375
2023-08-18 16:45:00+00:00,26007.765625,26036.9453125,25978.376953125,26036.9453125
2023-08-18 16:50:00+00:00,26032.173828125,26047.890625,25979.21484375,25979.21484375
2023-08-18 16:55:00+00:00,25961.525390625,25961.525390625,25841.96484375,25841.96484375
2023-08-18 17:00:00+00:00,25882.234375,25904.5703125,25846.109375,25904.5703125
2023-08-18 17:05:00+00:00,25845.482421875,25845.482421875,25668.921875,25711.708984375
2023-08-18 17:10:00+00:00,25712.15234375,25743.294921875,25701.052734375,25737.66015625
2023-08-18 17:15:00+00:00,25729.49609375,25788.548828125,25707.177734375,25768.404296875
2023-08-18 17:20:00+00:00,25751.458984375,25751.458984375,25674.416015625,25723.056640625
2023-08-18 17:25:00+00:00,25696.724609375,25830.88671875,25696.724609375,25830.88671875
2023-08-18 17:30:00+00:00,25898.61328125,25935.087890625,25876.263671875,25876.263671875
2023-08-18 17:35:00+00:00,25874.1328125,26028.80859375,25874.1328125,26028.80859375
2023-08-18 17:40:00+00:00,26071.0,26078.1015625,26001.22265625,26001.22265625
2023-08-18 17:45:00+00:00,26018.2578125,26084.05859375,26018.2578125,26084.05859375
2023-08-18 17:50:00+00:00,26057.14453125,26068.09375,26041.501953125,26043.537109375
2023-08-18 17:55:00+00:00,26041.052734375,26041.052734375,25993.4140625,26005.365234375
2023-08-18 18:00:00+00:00,25993.9140625,25993.9140625,25964.0625,25964.0625
2023-08-18 18:05:00+00:00,25950.09765625,25950.09765625,25937.833984375,25937.833984375
2023-08-18 18:10:00+00:00,25946.208984375,25946.208984375,25908.3203125,25919.251953125
2023-08-18 18:15:00+00:00,25917.177734375,26047.017578125,25917.177734375,26041.576171875
2023-08-18 18:20:00+00:00,26037.55859375,26040.921875,25999.931640625,25999.931640625
2023-08-18 18:25:00+00:00,26009.138671875,26029.9609375,26002.26953125,26029.9609375
2023-08-18 18:30:00+00:00,26031.111328125,26047.7890625,26021.18359375,26036.607421875
2023-08-18 18:35:00+00:00,26036.095703125,26144.072265625,26036.095703125,26140.46875
2023-08-18 18:40:00+00:00,26162.6484375,26170.849609375,26142.8984375,26142.8984375
2023-08-18 18:45:00+00:00,26151.90625,26156.16796875,26124.236328125,26156.16796875
2023-08-18 18:50:00+00:00,26276.234375,26276.234375,26189.302734375,26189.302734375
2023-08-18 18:55:00+00:00,26178.798828125,26178.798828125,26116.2890625,26116.2890625
2023-08-18 19:00:00+00:00,26096.525390625,26096.525390625,26054.662109375,26054.662109375
2023-08-18 19:05:00+00:00,26047.427734375,26104.30859375,26033.755859375,26104.30859375
2023-08-18 19:10:00+00:00,26090.7109375,26090.7109375,26033.306640625,26048.2265625
2023-08-18 19:15:00+00:00,26051.71875,26056.498046875,26036.830078125,26041.8828125
2023-08-18 19:20:00+00:00,26029.298828125,26065.197265625,26029.298828125,26065.197265625
2023-08-18 19:25:00+00:00,26059.91796875,26087.580078125,26055.548828125,26056.78125
2023-08-18 19:30:00+00:00,26059.552734375,26063.708984375,26022.4921875,26022.4921875
2023-08-18 19:35:00+00:00,26021.953125,26021.953125,25994.779296875,25994.779296875
2023-08-18 19:40:00+00:00,25990.279296875,26014.341796875,25990.279296875,26002.201171875
2023-08-18 19:45:00+00:00,26001.517578125,26107.6875,26001.517578125,26107.6875
2023-08-18 19:50:00+00:00,26082.935546875,26082.935546875,26054.021484375,26054.021484375
2023-08-18 19:55:00+00:00,26047.091796875,26047.091796875,26001.087890625,26018.4609375
2023-08-18 20:00:00+00:00,26041.326171875,26083.1328125,26041.326171875,26083.1328125
2023-08-18 20:05:00+00:00,26083.892578125,26083.892578125,26030.537109375,26042.642578125
2023-08-18 20:10:00+00:00,26055.677734375,26121.78125,26055.677734375,26121.78125
2023-08-18 20:15:00+00:00,26116.58203125,26153.814453125,26116.58203125,26153.814453125
2023-08-18 20:20:00+00:00,26164.736328125,26176.248046875,26151.115234375,26165.177734375
2023-08-18 20:25:00+00:00,26158.12109375,26204.55078125,26158.12109375,26204.55078125
2023-08-18 20:30:00+00:00,26218.599609375,26218.599609375,26199.4765625,26203.373046875
2023-08-18 20:35:00+00:00,26193.576171875,26193.576171875,26190.806640625,26191.0625
2023-08-18 20:40:00+00:00,26172.9921875,26180.046875,26165.4765625,26178.6484375
2023-08-18 20:45:00+00:00,26186.68359375,26190.556640625,26171.123046875,26171.59375
2023-08-18 20:50:00+00:00,26184.875,26184.875,26102.931640625,26102.931640625
2023-08-18 20:55:00+00:00,26101.052734375,26121.775390625,26099.568359375,26104.033203125
2023-08-18 21:00:00+00:00,26073.34765625,26108.810546875,26073.34765625,26108.810546875
2023-08-18 21:05:00+00:00,26107.1640625,26123.197265625,26107.1640625,26123.197265625
2023-08-18 21:10:00+00:00,26106.3515625,26113.52734375,26099.3828125,26113.52734375
2023-08-18 21:15:00+00:00,26111.818359375,26130.244140625,26111.818359375,26130.244140625
2023-08-18 21:20:00+00:00,26138.876953125,26166.42578125,26138.876953125,26166.42578125
2023-08-18 21:25:00+00:00,26162.103515625,26162.103515625,26104.96484375,26117.95703125
2023-08-18 21:30:00+00:00,26118.0703125,26118.234375,26089.220703125,26089.220703125
2023-08-18 21:35:00+00:00,26083.060546875,26118.56640625,26070.76953125,26093.529296875
2023-08-18 21:40:00+00:00,26099.80078125,26117.619140625,26099.80078125,26101.833984375
2023-08-18 21:45:00+00:00,26090.66796875,26090.66796875,26076.4921875,26083.8359375
2023-08-18 21:50:00+00:00,26082.85546875,26083.974609375,26064.955078125,26064.955078125
2023-08-18 21:55:00+00:00,26057.3359375,26068.85546875,26054.2734375,26068.85546875
2023-08-18 22:00:00+00:00,26054.970703125,26084.240234375,26048.865234375,26084.240234375
2023-08-18 22:05:00+00:00,26093.169921875,26101.33984375,26076.734375,26076.734375
2023-08-18 22:10:00+00:00,26076.349609375,26090.5625,26065.546875,26090.5625
2023-08-18 22:15:00+00:00,26098.3046875,26101.388671875,26075.8984375,26075.8984375
2023-08-18 22:20:00+00:00,26072.185546875,26072.185546875,26046.10546875,26046.10546875
2023-08-18 22:25:00+00:00,26050.28515625,26066.283203125,26043.1328125,26066.283203125
2023-08-18 22:30:00+00:00,26079.27734375,26079.27734375,26064.48046875,26069.962890625
2023-08-18 22:35:00+00:00,26072.076171875,26076.63671875,26069.734375,26075.13671875
2023-08-18 22:40:00+00:00,26076.447265625,26076.447265625,26068.625,26068.625
2023-08-18 22:45:00+00:00,26080.791015625,26082.49609375,26066.93359375,26066.93359375
2023-08-18 22:50:00+00:00,26065.607421875,26067.9921875,26062.419921875,26067.9921875
2023-08-18 22:55:00+00:00,26072.32421875,26076.572265625,26062.802734375,26064.345703125
2023-08-18 23:00:00+00:00,26063.505859375,26071.4921875,26053.123046875,26071.4921875
2023-08-18 23:05:00+00:00,26072.80078125,26089.1796875,26071.98828125,26089.1796875
2023-08-18 23:10:00+00:00,26077.861328125,26077.861328125,26054.0703125,26054.0703125
2023-08-18 23:15:00+00:00,26054.140625,26054.140625,26034.4765625,26034.4765625
2023-08-18 23:20:00+00:00,26033.330078125,26037.8046875,26024.142578125,26037.8046875
2023-08-18 23:25:00+00:00,26031.341796875,26031.341796875,26027.53515625,26029.0234375
2023-08-18 23:30:00+00:00,26024.634765625,26028.6484375,26022.470703125,26028.6484375
2023-08-18 23:35:00+00:00,26016.693359375,26031.064453125,26016.693359375,26031.064453125
2023-08-18 23:40:00+00:00,26025.61328125,26025.61328125,26012.9296875,26021.724609375
2023-08-18 23:45:00+00:00,26024.2109375,26037.708984375,26024.2109375,26037.708984375
2023-08-18 23:50:00+00:00,26049.419921875,26052.259765625,26049.19921875,26052.259765625
2023-08-18 23:55:00+00:00,26054.126953125,26054.126953125,26045.61328125,26045.61328125
2023-08-19 00:00:00+00:00,26047.83203125,26054.548828125,26047.83203125,26054.548828125
2023-08-19 00:05:00+00:00,26064.498046875,26070.041015625,26064.498046875,26067.9453125
2023-08-19 00:10:00+00:00,26072.6953125,26072.6953125,26063.73046875,26063.73046875
2023-08-19 00:15:00+00:00,26064.51953125,26064.51953125,26051.73828125,26051.73828125
2023-08-19 00:20:00+00:00,26046.810546875,26046.810546875,26029.98828125,26030.28125
2023-08-19 00:25:00+00:00,26025.369140625,26026.54296875,26018.396484375,26018.396484375
2023-08-19 00:30:00+00:00,26017.751953125,26035.935546875,26016.873046875,26035.935546875
2023-08-19 00:35:00+00:00,26036.955078125,26067.037109375,26036.955078125,26065.990234375
2023-08-19 00:40:00+00:00,26067.23828125,26135.498046875,26067.23828125,26135.498046875
2023-08-19 00:45:00+00:00,26133.7578125,26133.7578125,26102.49609375,26102.49609375
2023-08-19 00:50:00+00:00,26101.419921875,26119.2265625,26098.98828125,26114.73828125
2023-08-19 00:55:00+00:00,26104.314453125,26104.314453125,26092.455078125,26092.978515625
2023-08-19 01:00:00+00:00,26097.986328125,26097.986328125,26083.662109375,26083.662109375
2023-08-19 01:05:00+00:00,26082.6484375,26089.181640625,26066.21875,26066.21875
2023-08-19 01:10:00+00:00,26062.326171875,26062.326171875,26052.46875,26052.46875
2023-08-19 01:15:00+00:00,26049.20703125,26066.724609375,26043.779296875,26066.724609375
2023-08-19 01:20:00+00:00,26065.677734375,26065.677734375,26037.6015625,26040.568359375
2023-08-19 01:25:00+00:00,26035.849609375,26061.7734375,26035.849609375,26061.7734375
2023-08-19 01:30:00+00:00,26067.115234375,26067.115234375,26035.900390625,26036.4296875
2023-08-19 01:35:00+00:00,26035.00390625,26035.00390625,26029.298828125,26032.71484375
2023-08-19 01:40:00+00:00,26022.873046875,26025.142578125,26020.173828125,26025.142578125
2023-08-19 01:45:00+00:00,26021.18359375,26027.43359375,26021.18359375,26023.001953125
2023-08-19 01:50:00+00:00,26022.40234375,26022.40234375,26012.587890625,26021.564453125
2023-08-19 01:55:00+00:00,26025.0703125,26029.205078125,26018.78125,26018.78125
2023-08-19 02:00:00+00:00,26018.0078125,26018.0078125,26003.083984375,26005.353515625
2023-08-19 02:05:00+00:00,26024.232421875,26024.7265625,26015.7578125,26021.52734375
